Region,document-id,stanzaid,Content,stage,code,AA,CG,CM,IL,KB,LD,LP,MT,MU,PA,RI
广东,20180123上午交流,121,最后提一提，除了行业认受和刚才说的各方面之外，你们的专业撰写人的挑选都很重要，专业撰写人无名无姓，他不是出名，用你刚才说的，不是一个标杆的机构，未必是那么理想，因为将来来说，专业撰写人除了写之外，他都可能是应用者之一。,初期,KB,0,0,0,0,1,0,0,0,0,0,0
香港,20180123上午交流,122,提到专业撰写人的要求，我们其实除了企业给我们计划书去描述怎么样做这项工作之外，我们都很要求该机构本身在财务上有一定的背景，因为我们不想写的时候烂尾，通常挑选比较具有规模的机构，要不然收到一半钱就走了。我们是一个团队，通常会由一些机构去做。,初期,"PA,KB",0,0,0,0,1,0,0,0,0,1,0
香港,20180123上午交流,123,香港的经验，绝大部分都是院校或者是专业团体，一定是一个单位，香港来说，也曾经尝试过有些个别的项目是专家个人，但我们不会接受你个人去投标项目，他要成立一家公司。,初期,KB,0,0,0,0,1,0,0,0,0,0,0
香港,20180123上午交流,124,今天的讨论是说究竟能力标准说明单元本身是写在哪一个层次，其实最理想会是职务即任务下面的C1、C2、C3，但在实际上，因为在整个写的过程里面，其实是咨委会，即行业培训咨询委员会督导整个工作，可能在应用的层面上，有些行业来说，写到这么细用不了。我举个例子，这是汽车业，2009年版本的时候，将三个能力单元拆出来，三个分别是转动系统、转向系统和原发系统，这是根据我们开发模型的规格这样写进去，但发现在应用上面不是太理想，即用不了，所以他们在最新的版本里面将这三个能力单元合为一个能力单元，再看一下表去到任务的层面，而不是去到能力的层面。在实际的应该上面，因为始终秘书处是帮助做项目管理的角色，最后做主接受这套标准是行业本身，行业本身会因应工作上面的要求，实际上业务上的要求，怎么样用的方案比较理想，因此这里有一点的变化。当然每一个行业都有不同，交给各个行业的专家去决定他们需要写到多仔细的层面，但是我们撰写的模式用最标准的模式告诉你，应该写到哪个仔细的角度，再去用。有的一个能力单元是一个任务，有的是一个任务下面再分不同的能力单元。,初期,"AA,PA,KB",1,0,0,0,1,0,0,0,0,1,0
香港,20180123上午交流,125,时间差不多，我们资历框架秘书处很开心，过去的一天半和大家有一个很深度的交流，在这里，我想这次只是一个开始，虽然我和两位领导在之前已经开过很多次会议，特别是在资历框架的交流，希望这次之后，大家可以掌握到一些香港，特别是推行资历框架撰写能力标准说明的一些经验，将来如果有任何地方，我们会继续我们的工作，也都很希望在广东省里面资历框架得到成功，我们希望你们将来一路国内特别是广东省设计资历框架做的时候，在各方面如果和香港多方面互通、对接，对我们香港、整个大湾区人才流动是一个很大的帮助，和一个很大的基础工作，我们自己秘书处很开心有份参与你们在整个广东省里面建构资历框架里面做出一些小小的经验分享，希望有一点的贡献，谢谢大家！看一下吴老师和李老师有没有什么需要发言？,初期,"CM,KB,LD",0,0,1,0,1,1,0,0,0,0,0
未知地区,20220320粤港合作会议,1,主持人：各位，我们会议开始可以先介绍一下我们出席的人员，让大家都见一个面好吗？,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,2,刘文清：好的，可以没问题。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,3,主持人：刘校长、宋校长、王处长，还有诸位老师、专家，各位好！邮电的老师好，资历架构秘书处的黎总、颜经理好，香港学术及职业资历评审局，这边有周庆邦先生，招博士，还有我们刘燕萍高级经理、邱敏燕副总主任，还有评审主任、黎嘉仪主任、钟少霞主任，还有其他评审局的同事，非常欢迎大家参与今天的“20220320粤港合作会议”。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,4,周庆邦：各位领导，早上好！我昨天接到广东开放大学的领导刘校长、孙副校长、王处长、李调研员，还有张教授出席今天的会议，虽然今天早上有一个会议，但还是希望跟各位领导做一个简单报告。,中期,LD,0,0,0,0,0,1,0,0,0,0,0
未知地区,20220320粤港合作会议,5,首先对广东开放大学，还有学分银行表示非常的感谢，你们给我们支持很大，我们在这个方面希望和你们表达我们的高兴，还有我们非常希望能够跟你们协作，将全力支持这个项目，希望为将来粤港澳的资历架构工程以及将来对一切的安排，最后推动大湾区人才流动做出贡献。,中期,"AA,PA",1,0,0,0,0,0,0,0,0,1,0
未知地区,20220320粤港合作会议,6,主持人：谢谢！请广东方面学分银行介绍你们出席的人员。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,7,李雪婵：各位香港同行，早上好！我简单介绍一下我们这边参会领导和专家，首先是广东省教育厅职终处王瑜处长，李调研员，两位在线专家一个是北京师范大学博士生张伟远教授，第二个是我们广东开放大学原来副校长、广东终身教育学分银行管理中心主任李江研究员。,中期,LD,0,0,0,0,0,1,0,0,0,0,0
广东,20220320粤港合作会议,8,广东开放大学今天出席有我们校长，广东开放大学校长刘文清研究员，其他还有学分银行管理中心相关同事，不一一介绍，因为比较熟。还有宋波副校长，临时有一些紧急的事项处理，他晚一点会来出席我们的会议。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,9,招博士，昨天因为开一个专门会议，讨论之前你们提出一些问题，所以如果是在讨论过程里面涉及到一些问题需要我们这边给那些说话或者明确的回复，由我们刘文清校长统一回答问题。在会议开始之前，王喻处长和刘文清校长也想跟你们讲几句话。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,10,王喻：各位领导好，因为我也是刚接触学分银行的新兵，根据我们了解的情况，以及前期跟学分银行这么多的学习和了解，我简要讲一下个人对于今天推进这项工作的看法。,中期,"KB,LD",0,0,0,0,1,1,0,0,0,0,0
未知地区,20220320粤港合作会议,11,因为现在国家推行全民终身学习，构建学习型社会，提出这样一个思路要求，我们的资历框架可以说在构建全民终身学习的一个非常重要的制度保障体系。有了这个体系之后，我们才能在国内构建一个比较好的资历框架，比较好的体系，对外可以做一个框架的衔接，才能使我们的学习成果跟国际其他区域的地方，学习成果能够进行一个沟通和对接。我想这是我们做资历框架的一个重要原因。,中期,"CM,KB",0,0,1,0,1,0,0,0,0,0,0
香港,20220320粤港合作会议,12,第二，现在国内的形势来讲，广东省在资历框架的探索实际上还是研究介入得比较早，广东省在具备的十方面条件里面，现在基本上条件还是比较成熟，还存在四方面的不足。一是资历的制度保障体系还不够健全，二是资历名册还不够完善，所以我们今天的目的就是请香港的职业培训局帮我们来设计完善质量保障体系相关的制度跟程序。这件事情尤其重要，如果这个制度能够在广东得以实现，那我想在全国推进资历框架应用上，广东还是进一步的走在了前列，对于香港来说，也是一个非常好的切入到内地资历框架相关工作的契机。因为我们广东起了示范作用，势必全国各省及国家的资历框架也会按照前期试点的工作来进行推进。这无论对于广东还是香港来说，都是非常好的一件事情。,中期,PA,0,0,0,0,0,0,0,0,0,1,0
香港,20220320粤港合作会议,13,另外我们国家也在推进粤港澳的资历框架、人才的交流，我们的资历框架如果真的质量保障体系能够完善，我们的一些标志性学习成果，我们学习的资历肯定能够得到香港，至少在粤港澳区域是能够得到完全没有门槛的互认。这对于推动粤港澳三地人才的学习交流，都起到一个非常重要的作用。,中期,"CM,KB",0,0,1,0,1,0,0,0,0,0,0
香港,20220320粤港合作会议,14,今天我们就按照议程，请香港这边根据前期沟通的，还存在的一些困惑问题进行商讨，我们也请了北师大的专家跟李江教授一起来共同研究。形成方案之后就加快推进落实，把我们的问题都解决掉，尽快把质量保障体系推向落地，能够健全完善，如果形成一致的方案，那我们今天的会议就非常成功，我就讲这么多，谢谢！,中期,"CM,CG",0,1,1,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,15,刘文清：尊敬的各位专家，各位领导，大家上午好！非常感谢我们省教育厅的两位处长在百忙之中莅临我们会议指导，应该说他们工作非常忙，但是他们俩位领导很重视这次会议，昨天下午听他们说快到6点才走，今天一早又到这出席会议，我觉得非常感谢。同时也感谢我们的张伟远教授和李江，他们一直从资历架构开始设计到资历架构发布，整个都是有功之臣，实际在这前期付出很多辛勤的劳动。最值得感谢我们香港资历架构的所有团队，因为广东省资历架构制定过程中，主要是你们的鼎力支持，所以资历架构在全国第一个发布，也是填补我们国家这项标准的空白，资历架构是教育的母标准，如果没有就很难跟外面的去沟通衔接，所以为什么国家资历架构非常重要，如果没有国家资历架构，没有教育母标准，也没有办法加入全球高等教育公约，你看现在国与国之间学分可以目前互认，可以转学，最近疫情期间我碰到几个案例，很多人打电话跟我说，我的小孩不想在国外读书转回来说，我们国家没办法。因为我们没有加入全球，觉得这个是非常重要，所以在这期间感谢我们教育厅，包括专家、香港同仁给开放大学的鼎力支持。,中期,"CM,LD",0,0,1,0,0,1,0,0,0,0,0
香港,20220320粤港合作会议,16,第二个方面希望通过今天这个会议，因为昨天下午的会议没参加，参加另外一个会议，但是我们的王处长和李处长全权参加，一会我回应的问题如果不是特别精准，李雪婵主任可以做补充，希望我们通过今天的会议能把想解决的问题在今天能够达成共识，这样更好推进我们下一步工作的开展，因为说心里话，香港在“资历架构”这一块是走在我们全国全球都还是有很大影响力，而且在前期制定框架的时候，尊重我们香港在座同仁一些意见和建议，所以基本上我们的框架跟香港是可以对应，现在最大的问题是刚刚王处也说了，很多省就包括福建、上海，还有山西、河北等这些省份都有终身教育条例，广东省可能在这个层面也想一直推进，在前几年已经起草好，但是列入不了广东省立法任务书里面，最近又派一个在法规处挂职，因为他说让我们职能处提出来，我们已经写好了，人大代表前两年还来考察论证过，但是他们也觉得很好，如果制度有了，然后资历名册有了，底下包括资历框架，行业标准，能力标准都有了，觉得在全省都可以覆盖，尤其是能够推动粤港澳三地教育跨境这种沟通和衔接，因为最近也是在澳门建立学习中心，澳门也很积极，他们现在不停跟我们联系，包括两个单位都已经来函，因为境外去澳门打工的民工有17万，但是这17万都没有学历，如提升他们学历和能力，对澳门经济社会发展也会带来一定影响，他们希望通过我们开放大学这个平台提升能力和学历，所以这个资力框架、制度层面，刚刚说的终身教育条例是非常重要。,中期,"CM,CG,KB",0,1,1,0,1,0,0,0,0,0,0
未知地区,20220320粤港合作会议,17,如果能够把终身教育条例固化，有资历架构教育的母标准，又有能力标准、行业标准，整个粤港澳大湾区的教育互通互联就没有问题，所以希望通过今天的会议，如果有什么达成共识就尽快推，最后也祝我们在座各位身体健康，万事如意，谢谢！,中期,CG,0,1,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,18,刘文清：这样吧，我们在回答问题之前因为还请两个专家，一个是张伟远教授、李江教授，让我们张伟远教授先说一下，我们再一一回答问题好吗？,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,19,主持人：好的。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,20,刘文清：张教授，先说一下，然后我们再一一回答他们的问题，因为昨天下午张教授还有李教授，教育厅的王处长和李处长全程参加这个问题的研讨，刚刚我们王处长也介绍意见，希望我们张伟远教授先说说你的一些看法。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,21,张伟远：见讲话稿,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,22,刘文清：非常感谢张教授，因为这个项目当时是李江校长分管，一直以来都是她在主导，所以看看李江校长有什么要说的，因为昨天你也参加了整个过程的会议。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,23,李江：我也借这个机会，想花两三分钟的时间跟大家分享一下我们项目的背景和一些基本思路，便于大家一会儿讨论到具体问题的时候做一个参考的。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,24,目前我们双方实施的项目，它的基本背景是这样的情况。广东在2015年，省政府就决定建设广东终身教育学分银行，并且在这之后，搭建了组织架构，成立了管委会、专家委员会、学分银行管理中心，并且建立了相应的领导体制和工作机制。特别巧，今天参加会议的我和张教授都是专家委员会的副主任委员，主任委员是魏中林，当时的主管厅长。,中期,"AA,CM,LD",1,0,1,0,0,1,0,0,0,0,0
广东,20220320粤港合作会议,25,在2017年，广东省就率先以地方标准的形式发布了资历框架，应该说这是一个创新，填补了国内教育标准的空白，也是目前国际上第一个以标准的形式颁布的资历框架。在2017年之后，广东在资历框架的实施方面有序在推进。可能相相关的情况有些专家知道，有些可能不太了解。包括我们研制并发布了一些行业的资历等级标准，在相关的单位开展了宣贯，相关的内容写入了广东省职业教育的条例。并且出台了四个省级的文件和两百多项校级文件，初步建立了一个实施的制度体系。还建构了资历框架实践的研究模型，开发了信息平台，建立了终身学习账户和资历成果档案库，为资历名册的建立做了前期的探索。创建了政府主导学分银行具体组织资历框架实施的体制和机制，并且在高校大范围的开展学分认定和转换，和大规模多维度的教学改革和人才培养模式的改革。另外，在粤港澳大湾区资历框架的对接的探索方面，我们双方也共同在推进。,中期,"AA,CM,KB",1,0,1,0,1,0,0,0,0,0,0
未知地区,20220320粤港合作会议,26,在这个实施过程中，我们感到有两大问题。一是资历框架的实施，资历成果的认定，深入实施存在问题。也就是刚才张教授提到的，在非正规教育，也就是我们在资历框架里把它定义为培训及业绩成果的认定方面存在问题。问题的所在主要是三大问题，缺乏质量保证体系、评审标准，缺乏专门的评审机构，另外也没有建立资历名册。由于这三个问题，导致了资历框架的深入实施难以推进。这是我们面临的三大问题和难点，需要推进。,中期,AA,1,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,27,我们这个项目就是重点来推进这个事情的，这是一大方面的问题。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,28,第二个方面的问题，粤港澳大湾区资历框架对接和教育合作，三方应该说签了协议，要进一步的推进，也要解决上述提到的三大问题：机构、质量保障体系和资历名册。这也是粤港澳大湾区对接和教育合作的前提条件，因此就有了这个项目。,中期,"AA,CM",1,0,1,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,29,这个项目按我个人的理解，它是有三个重大意义的，第一，对广东资力框架的实施具有重大意义，只有突破这三个问题，实施这个项目，我们才有可能去深入推进广东资力框架的实施。第二个意义，对粤港澳大湾区资历框架的对接和教育合作具有重大意义，为我们相关后续的推进工作奠定基础，第三个就是刚才张教授提到的，对资历框架的国际接轨、人才流动也具有重大意义。,中期,"CM,MU,KB",0,0,1,0,1,0,0,0,1,0,0
香港,20220320粤港合作会议,30,所以基于这个理解，项目的实施我个人感觉有三个要充分重视的问题。第一，要充分学习借鉴香港经验，这也是我们这个项目安排的一个初衷。因为香港已经有十多年的实践经验，同时他们借鉴了国际先进的经验，借鉴的起点比较高，有长期的实践经验。我们在这个基础上，站在巨人的肩膀上面开展相关的工作，标准高、起点高。,中期,"AA,MU,PA,KB",1,0,0,0,1,0,0,0,1,1,0
香港,20220320粤港合作会议,31,第二，要充分考虑本土实际。香港的经验在香港的环境下是适用的，这样的经验拿到内地来，需要根据内地的实际进行调试。,中期,KB,0,0,0,0,1,0,0,0,0,0,0
未知地区,20220320粤港合作会议,32,第三，除此之外，还要充分粤港澳大湾区对接的需求。所以在项目的实施过程中，我觉得这三个方面都是同时需要考虑的。,中期,CM,0,0,1,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,33,这个思路也可以考虑作为我们项目实施的基本原则或者要求。项目实施的目标，我个人理解是要通过香港方面的鼎力支持，通过粤港团队的协同创新，系统的总结研究香港的做法、经验以及教训，有哪些好的经验，有哪些值得我们去避免的教训。在这个基础上，形成基于香港经验，适应大湾区资历框架对接的广东方案。在此基础上，推推广成为中国方案。这是经过了广东的实施，为粤港澳大湾区的对接以及为国际接轨奠定基础。这是我的一些理解，供大家参考，我就说这么多，谢谢！,中期,"CM,CG,MU,KB",0,1,1,0,1,0,0,0,1,0,0
广东,20220320粤港合作会议,34,刘文清：谢谢李校长，我们就回到问题。第一个问题，我们感觉发不发证没有很大的意义，关键点是它的内容、程序、标准这些方面，你们能不能跟我们说一下，介绍一下？就是接受评核的内容是什么、程序是什么、标准是怎么样？,中期,PA,0,0,0,0,0,0,0,0,0,1,0
香港,20220320粤港合作会议,35,香港：其实如果要评核的话，通常我们的工作方法就有一些问题、内容，在培训之前填一填，在培训之后让他填一填。让他知道接受了培训之前和之后，他对这个课题有什么了解，有没有分别。但是我们的做法不计分，就是他自己来，自己知道。我们的做法通常他只需要出席，我们就会给他出席的证书而已。我就是想要了解一下，你们有没有要求他们必须要接受评核？,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,36,刘文清：评核我刚刚就说了，一是要有什么内容，程序是什么样，标准什么样，你要回应一下，要不要证书是另外一回事。你能不能解释一下你的评核的内容是啥，程序是什么，标准是啥？,中期,PA,0,0,0,0,0,0,0,0,0,1,0
香港,20220320粤港合作会议,37,香港：评核的内容就是按照工作方案的内容来出题的，方式是在线上进行。我们就会有系统去统计一下同学们回答的答案，有多少是对的，有多少是不对的。但是我只是一个参考而已，如果你们有评核方面的要求我们可以配合。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,38,我们问这个问题的原因是我们的工作坊只有半天或者是一天，所以其实来参加培训的同事，其实他还有时间去吸收内容或者是思想上的内容，所以一般评审局举办的工作坊，我们都不会发合格证明的，或者是一个星期后再跟他们做一个评核，这就是为什么我们要问这个问题。因为工作坊完了以后，其实他们都已经完成培训，所以我们没有经过一个时间给他们做培训内容，所以我们就不做评核。如果你们想有一个合格证书，我们就设计培训内容的评核，所以现在是没有框架去确定评核，如果你们要的话，我们就要设计了。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,39,刘文清：我们对证书倒没有什么要求，主要要推动工作，确实质量要高，学了一天或者半天要有效果，我觉得这是最重要的。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,40,王喻：所以我们做一个出席证书就可以了。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,41,刘文清：没问题的，我们因为不是特别看重这个，关键要有效果，培训完了以后能学到东西这才是最重要的，把我们的专家队伍打造的能够接跟国际接轨，这才是最重要的问题。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,42,张伟远：我建议不是合格也不是出席，就是谁谁谁完成了什么样的培训，多少个小时，主要内容，他就完成了这么一个培训，我觉得这样可能更好一些。因为光出席没有必要，我的证书是证明他完成了比如说几个小时的培训，培训的主题是什么，由谁提供培训的，我觉得这会好一些。出席和合格我自己觉得都不是最合适的，就是完成了怎么样的一个培训。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,43,李江：我也是这个意见，不是叫出席证书，叫培训证书，跟我们内地的证书类别也一致，这样就挺好。,中期,CG,0,1,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,44,刘文清：第一个问题就是这样。我们下面进行第二个问题。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,45,香港：第二个问题，因为每一个阶段也有不同的用语，比方说“协助”或者是“制定”等用语，请问在“协助”、“制定”的意思是指提供资料意见，或者是共同草拟的，你们有什么期望？,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,46,刘文清：我们主要是按照合作协议的规定，还是由评审局来基于香港的经验来做，包括我们的主导草案、报告的撰写，我们都是结合广东的实际来进行修改和完善的。,中期,KB,0,0,0,0,1,0,0,0,0,0,0
未知地区,20220320粤港合作会议,47,参会者：比方说阶段一是草案，但是在阶段二是“协助”。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,48,刘文清：我知道，你说的表述不一致，就是有些地方说的是“协助”，有些地方说的是“制定”。那就按照你们的术语，没问题，香港的成熟经验。,中期,"CG,KB",0,1,0,0,1,0,0,0,0,0,0
未知地区,20220320粤港合作会议,49,专家：这个问题我补充一下，我们其实每一段前面都有“协助”，在阶段性成果那里，也是用的是“协助”。所以在这一方面，因为评审局在这方面肯定是比我们更有经验的，所以我们还是希望就是由评审局做文字的撰写工作，广东再根据我们这边的情况进行的修改和完善，这样子可以吗？,中期,KB,0,0,0,0,1,0,0,0,0,0,0
广东,20220320粤港合作会议,50,刘文清：就是说以你们为主体。,中期,,0,0,0,0,0,0,0,0,0,0,0
未知地区,20220320粤港合作会议,51,参会者：比方说除了草案以外，我们会协助广东方面去做试点的评审工作。在行业能力标准的时候会有调试的工作，这方面你们希望是评审局去撰写报告，还是协作你们去转撰写报告？,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,52,刘文清：还是你们写吧，我觉得开始应该是你们写比较好。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,53,香港：如果我们是协助广东构建这个制度，培训人员有能力去做调试或者是评审的工作，好像就是你们学习成果的一部分，我们的成员会协助你们的人员去完成整个阶段的工作，例如是调试工作或者是一些评审工作。那试点的评审工作报告就可能是你们的人员去完成，我们就协助确保你们的成果能够完成，这样行吗？,中期,KB,0,0,0,0,1,0,0,0,0,0,0
香港,20220320粤港合作会议,54,张伟远：这个问题我补充一下，我们也昨天也讨论了这个问题。我这个建议供大家考虑。因为如果说哪一方为主，其实我觉得都有困难，我自己的感觉如果广东写，因为这次还是主要学习，对香港的这一套制度不熟悉，所以他写不出来。但是懂广东的情况，我需要什么样的。香港的专家对广东的这一套应该是非常熟悉了，但是对广东的情况可能不太熟悉。所以我的建议是由香港先写一个草案，这个草案不用去理广东是怎么样，你香港是怎么做的。因为你如果把广东都搞清楚，我觉得也不容易，你如果想要广东的材料，它可以提供，你就是按香港这么一套规范制度体系，我是怎么做的。,中期,"PA,KB",0,0,0,0,1,0,0,0,0,1,0
香港,20220320粤港合作会议,55,比如我举例子来讲，我为什么要建资历框架，它的目的是什么？我可能香港建资历框架的目的是什么，因为其实这个目的每个国家都不同。比如马来西亚为什么要建资历框架？因为马来西亚希望成为东南亚留学的中心。现在全球都是往美国、英国、澳大利亚，为什么？通俗一点，他能够有很好的经济收入。我的资历框架给大家看，我马来西亚的教育质量是全球覆盖的，所以都吸引你们都到马来西亚来做学历课程。菲律宾是最大的劳工机构，它就是要让全球知道我的教育质量好，我输出的劳工在教育方面的水平是高的。其实每个地方，内地广东它也有不同，其实这都没有关系，它都是一个目的。,中期,AA,1,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,56,现在比如香港建资历框架目的是什么？到了下面，香港资历框架怎么建的制度，香港是立法，它是作为一个条例放进去的。那么这个条例香港是怎么写的，你就怎么写，那个条款的具体内容是什么，由香港CAA（音）做评审，这个是谁推出来的、谁建的，是香港立法会的，是香港教育局跟人力发展部的，就是说把这些条款的具体内容是什么样就行了。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,57,广东拿回来干什么？根据广东的情况我来修订。因为昨天我们也讲了，因为香港不是一开始就立法，它要先行先试。广东可能就是用的德国的模式，德国、俄罗斯、保加利亚，很多国家不是通过立法，它是通过联动机制，就是政府主要的部门联合发文，作为一个政策来制定的。所以到了学术评审是怎么评审的，如果香港就能够把香港的这一套东西写清楚了，广东回来以后，我有广东再组织团队来看。比如说香港是通过第三方的评审，法律认可的。在广东，其实现在不可能马上就出法律，可能就是政府比如教育厅、人社厅、发改委，主要的政府机构联合发文，因为国际上这也是很常见的一种模式。那么联合发文由谁来负责？可能是自考办，因为它本身就做这些学习认证，也可能是评估院，也可能是远程这些评审机构来组织，这些人员是什么，你能够搞清楚香港是什么，然后我们就对应的广东怎么做。广东同时去对照有资历框架的全球公约，它的标准是什么。因为每一个资历框架，国家和地区既有国际对接的标准，同时它又适合本地的一些情况。,中期,"LP,AA,CM,IL,KB",1,0,1,1,1,0,1,0,0,0,0
香港,20220320粤港合作会议,58,所以我们建议在这里面，能够把香港专家的主要任务，就按香港的模式你来写，写完了以后广东开始对照，每一个部分我在广东怎么做。我觉得这样的模式可能会更好一些，因为每一方不然都写不出能够国际的标准。因为我们在对照有资历框架的，全球要对接的，我们是不是符合要求的。就像国际上资历框架立法，因为资历框架的制度政策保障有三种模式，第一，建立一个独立的资历法。比如说马来西亚等很多国家都有资历法，它的资历法就是国立的法律，专门资历的，像新西兰是在教育法中间的一个条法。当然还有很多国家因为没法一下资历法，它就通过政府的几个部门联合发文，作为政府的一个政策。,中期,"LP,AA,CM",1,0,1,0,0,0,1,0,0,0,0
香港,20220320粤港合作会议,59,刚才刘校长也讲了，国家也想建《终身学习促进条例》，也是立法，也是邀请我，这个条例里面，资历框架就会成为《国家终身学习条例里面非常重要的一部分，就不会建资历法，就会在终身学习法里面，作为它的一个重要组成部分。所以像王处、李处就要跟具体的一些部门所有人商量，香港是这么做的，对于我们怎么做。,中期,"AA,KB",1,0,0,0,1,0,0,0,0,0,0
香港,20220320粤港合作会议,60,我觉得这可能不是哪一方面主导的事情，就是香港你把经验告诉我们，我们对照，对照完了以后，我们再坐下来一起谈，我们这么做是不是跟香港对接的。,中期,"CM,KB",0,0,1,0,1,0,0,0,0,0,0
广东,20220320粤港合作会议,61,刘文清：对，我比较赞成张教授的意见。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,62,香港：我非常清楚了，我们再研制共同的产品，可能香港就有第一个方案，广东方面就按你们本土的实际再调整一下。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,63,香港：第三个问题是有关建立预培训和培训后的指导机制，整理培训资料，请问广东学分银行对这个服务有什么期望和要求吗？,中期,CM,0,0,1,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,64,张伟远：参加培训的人员，就是广东的这些专家，因为培训完了以后，当时可能都听懂了，回去想想又不理解了，因为毕竟它是一个非常复杂的比较新的工作。所以我觉得培训资料可整理成册可以让他回去自己再学。为什么在培训以后有一个指导机制？他学了以后，在过的中间他又发现问题了，那么他去问谁呢？所以我自己觉得，哪怕我们建立一个在内地经常会做的，建立一个微信群，然后大家有什么问题，就在里面大家讨论，互相指导，互相帮助。如果香港的专家跟内地参加培训的专家，有这么一个在线的就像朋友圈一样，那么他在遇到问题的时候，都可以提出来，然后得到香港专家能够解决。,中期,"CM,MU",0,0,1,0,0,0,0,0,1,0,0
广东,20220320粤港合作会议,65,刘文清：第三个问题张教授刚才已经说了，我们的培训教材能够整理成册，这个很重要，为了专家查阅学习。其他第四五六个问题比较简单，学分银行对应就可以了，学分银行能解决的问题，我们就不在这个会上讨论了。,中期,KB,0,0,0,0,1,0,0,0,0,0,0
香港,20220320粤港合作会议,66,香港：第七个问题是阶段一里面的问题，我简单介绍一下第一段的工作。其实第一段的工作主要是协助广东省激励评审标准，同时提供相关的培训。主要的工作有三点，包括制定广东省资历框架下的评审标准，提供质量保证的培训，协作广东省为评审标准做好咨询。整个阶段有两个培训的工作坊，第一个工作坊会在四月，主要的内容是质量保证和成效为本，特别是专家们怎样可以运用这些概念进行评审工作。第二个工作坊会在八月举行，在这个时候，评审标准的草案应该差不多完成了，所以在这个工作坊，会做到评审标准和评审的时候要注意的地方了。,中期,,0,0,0,0,0,0,0,0,0,0,0
香港,20220320粤港合作会议,67,除了工作坊，整个阶段其实还有六个工作或四项会议去订立评审的标准。在三月或七月，我们打算举行第一个会议，主要就是全民评审的模式，在第二个工作坊，我们会讨论标准的范畴。第三个和第四个会议，我们会订立评审标准的内容。大概的模式就是在第三个会议，我们评审局就会把香港和世界其他地方的内容跟学分银行分享。在第四个会议，学分银行根据广东的情况有什么需要修改的，我们就在第四个会议进行讨论。第五个和第六个会议，我们会去根据评审标准，再详细的对平时评审过程中的问题进行解释。,中期,,0,0,0,0,0,0,0,0,0,0,0
广东,20220320粤港合作会议,68,整个阶段，其实有些资料我们都需要学分银行帮忙提供，包括将要订立的评审标准是适用于教育培训界别的哪一个范畴，是高校、职专还是职业培训？而且关于评审的模式，学分银行有没有什么意见，例如是以机构为本还是会以课程为本。而且在制定评审标准的过程中，像张教授刚才所说的，我们可能需要学分银行提供广东省的教育情况。,中期,AA,1,0,0,0,0,0,0,0,0,0,0
